step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
15,'C886658445','4','F','28007','M1823072687','28007','es_transportation',4.4,0
15,'C1707421914','2','M','28007','M1823072687','28007','es_transportation',37.62,0
15,'C1729635847','5','F','28007','M1823072687','28007','es_transportation',41.5,0
15,'C947010068','4','F','28007','M1823072687','28007','es_transportation',42.32,0
15,'C588937224','1','M','28007','M348934600','28007','es_transportation',34.57,0
15,'C1587738251','3','F','28007','M1823072687','28007','es_transportation',46.8,0
15,'C1321173882','2','F','28007','M1823072687','28007','es_transportation',27.67,0
15,'C261398093','3','F','28007','M85975013','28007','es_food',7.03,0
15,'C914000857','U','E','28007','M348934600','28007','es_transportation',5.62,0
15,'C1040980271','3','M','28007','M348934600','28007','es_transportation',22.61,0
15,'C701909142','3','F','28007','M348934600','28007','es_transportation',41.32,0
15,'C1622415837','2','F','28007','M348934600','28007','es_transportation',15.61,0
15,'C875900250','4','M','28007','M348934600','28007','es_transportation',70.73,0
15,'C1663641926','6','F','28007','M1823072687','28007','es_transportation',35.61,0
15,'C120661238','6','M','28007','M348934600','28007','es_transportation',58.89,0
15,'C1350963410','5','F','28007','M480139044','28007','es_health',25.65,1
15,'C1572610482','3','F','28007','M480139044','28007','es_health',69.72,1
15,'C1514271157','2','M','28007','M1823072687','28007','es_transportation',14.92,0
15,'C2091583256','2','F','28007','M1823072687','28007','es_transportation',28.18,0
15,'C105845174','3','M','28007','M1352454843','28007','es_hotelservices',127.24,0
15,'C200459252','1','M','28007','M151143676','28007','es_barsandrestaurants',21.25,0
15,'C1913044357','5','F','28007','M348934600','28007','es_transportation',32.6,0
15,'C1125717761','5','M','28007','M348934600','28007','es_transportation',44.61,0
15,'C76780537','6','F','28007','M348934600','28007','es_transportation',60.02,0
15,'C1394931354','4','M','28007','M1823072687','28007','es_transportation',35.8,0
15,'C689850593','3','M','28007','M348934600','28007','es_transportation',16.38,0
15,'C662396672','2','M','28007','M348934600','28007','es_transportation',6.09,0
15,'C481108455','3','M','28007','M209847108','28007','es_wellnessandbeauty',108.47,0
15,'C1047374909','6','F','28007','M348934600','28007','es_transportation',20.37,0
15,'C1341517098','4','F','28007','M1823072687','28007','es_transportation',44.22,0
15,'C1969886762','4','M','28007','M348934600','28007','es_transportation',7.81,0
15,'C1186953291','4','M','28007','M348934600','28007','es_transportation',8.19,0
15,'C1186953291','4','M','28007','M1823072687','28007','es_transportation',16.51,0
15,'C1698653726','2','M','28007','M348934600','28007','es_transportation',16.03,0
15,'C524663308','2','F','28007','M348934600','28007','es_transportation',22.96,0
15,'C1902837467','4','M','28007','M1823072687','28007','es_transportation',42.98,0
15,'C1860405125','1','F','28007','M348934600','28007','es_transportation',41.66,0
15,'C1143300850','1','F','28007','M1600850729','28007','es_fashion',29.18,0
15,'C1355509614','4','M','28007','M1823072687','28007','es_transportation',37.55,0
15,'C1259760240','2','F','28007','M348934600','28007','es_transportation',7.32,0
15,'C1542345868','6','F','28007','M348934600','28007','es_transportation',25.35,0
15,'C1721541488','2','M','28007','M348934600','28007','es_transportation',5.02,0
15,'C553434543','2','M','28007','M1649169323','28007','es_sportsandtoys',212.03,1
15,'C1902104464','6','F','28007','M1649169323','28007','es_sportsandtoys',427.76,1
15,'C1309027409','3','M','28007','M348934600','28007','es_transportation',19.31,0
15,'C144783459','3','M','28007','M348934600','28007','es_transportation',1.33,0
15,'C1739998964','2','F','28007','M1823072687','28007','es_transportation',47.43,0
15,'C1760492708','1','F','28007','M1823072687','28007','es_transportation',29.56,0
15,'C1517707344','2','M','28007','M348934600','28007','es_transportation',13.83,0
15,'C420340345','3','M','28007','M348934600','28007','es_transportation',42.27,0
15,'C1591612680','2','M','28007','M1823072687','28007','es_transportation',0.38,0
15,'C1313060996','3','F','28007','M1823072687','28007','es_transportation',30.41,0
15,'C170484334','1','M','28007','M348934600','28007','es_transportation',38.95,0
15,'C1928005021','1','F','28007','M348934600','28007','es_transportation',1.04,0
15,'C1963617384','2','F','28007','M1823072687','28007','es_transportation',24.63,0
15,'C83651461','2','F','28007','M348934600','28007','es_transportation',62.69,0
15,'C198230909','4','F','28007','M348934600','28007','es_transportation',26.32,0
15,'C1904362781','3','F','28007','M1823072687','28007','es_transportation',20.49,0
15,'C296571542','2','F','28007','M348934600','28007','es_transportation',29.6,0
15,'C228882909','2','M','28007','M1823072687','28007','es_transportation',25.32,0
15,'C708968659','2','M','28007','M348934600','28007','es_transportation',7.45,0
15,'C1021409246','2','M','28007','M348934600','28007','es_transportation',21.45,0
15,'C1732752834','3','M','28007','M348934600','28007','es_transportation',32.85,0
15,'C1660830591','1','F','28007','M348934600','28007','es_transportation',12.48,0
15,'C626467543','4','F','28007','M1823072687','28007','es_transportation',5.88,0
15,'C892377311','2','M','28007','M1823072687','28007','es_transportation',7.22,0
15,'C232517457','5','F','28007','M348934600','28007','es_transportation',21.44,0
15,'C546386486','3','F','28007','M1198415165','28007','es_wellnessandbeauty',254.31,1
15,'C704456922','2','M','28007','M1198415165','28007','es_wellnessandbeauty',136.53,1
15,'C546386486','3','F','28007','M348934600','28007','es_transportation',8.68,0
15,'C1299496226','5','F','28007','M348934600','28007','es_transportation',26.92,0
15,'C784005201','4','M','28007','M348934600','28007','es_transportation',11.44,0
15,'C171977183','4','M','28007','M348934600','28007','es_transportation',47.95,0
15,'C1017469037','2','M','28007','M348934600','28007','es_transportation',53.72,0
15,'C1761085759','3','F','28007','M1823072687','28007','es_transportation',50.68,0
15,'C668289079','5','F','28007','M348934600','28007','es_transportation',44.32,0
15,'C1035222482','1','F','28007','M348934600','28007','es_transportation',37.01,0
