step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
8,'C1204740969','3','M','28007','M1823072687','28007','es_transportation',13.03,0
8,'C1312615175','4','F','28007','M980657600','28007','es_sportsandtoys',901.32,1
8,'C346030769','5','F','28007','M980657600','28007','es_sportsandtoys',423.05,1
8,'C1136859577','3','M','28007','M348934600','28007','es_transportation',36.58,0
8,'C1032715879','3','F','28007','M1823072687','28007','es_transportation',55.9,0
8,'C1402381285','4','F','28007','M348934600','28007','es_transportation',10.46,0
8,'C1333661820','2','M','28007','M348934600','28007','es_transportation',26.42,0
8,'C2112631749','2','F','28007','M348934600','28007','es_transportation',20.38,0
8,'C936853935','3','M','28007','M1823072687','28007','es_transportation',42.11,0
8,'C998690782','2','M','28007','M1823072687','28007','es_transportation',14.25,0
8,'C1772071898','5','F','28007','M1823072687','28007','es_transportation',20.81,0
8,'C327430270','5','F','28007','M348934600','28007','es_transportation',7.14,0
8,'C411880353','2','F','28007','M348934600','28007','es_transportation',33.88,0
8,'C1255149927','2','M','28007','M348934600','28007','es_transportation',34.92,0
8,'C474894075','4','F','28007','M348934600','28007','es_transportation',2.02,0
8,'C1374607221','U','E','28007','M85975013','28007','es_food',30.76,0
8,'C213197624','4','F','28007','M1842530320','28007','es_tech',71.46,0
8,'C980876590','2','F','28007','M348934600','28007','es_transportation',58.08,0
8,'C229592862','4','F','28007','M348934600','28007','es_transportation',7.56,0
8,'C1674674654','5','M','28007','M1823072687','28007','es_transportation',6.95,0
8,'C619451848','2','F','28007','M480139044','28007','es_health',13.93,0
8,'C1954706477','3','F','28007','M348934600','28007','es_transportation',41.23,0
8,'C825969892','2','M','28007','M348934600','28007','es_transportation',48.22,0
8,'C318717540','4','M','28007','M348934600','28007','es_transportation',42.1,0
8,'C1397554341','3','M','28007','M348934600','28007','es_transportation',37.19,0
8,'C1054818236','3','M','28007','M1823072687','28007','es_transportation',28.03,0
8,'C2094478222','4','F','28007','M348934600','28007','es_transportation',65.38,0
8,'C2005297705','3','M','28007','M348934600','28007','es_transportation',38.19,0
8,'C1560676680','2','F','28007','M85975013','28007','es_food',0.09,0
8,'C306854291','4','F','28007','M1823072687','28007','es_transportation',27.45,0
8,'C1940215857','5','M','28007','M1823072687','28007','es_transportation',38.41,0
8,'C908342050','2','F','28007','M209847108','28007','es_wellnessandbeauty',72.27,0
8,'C261466841','6','M','28007','M348934600','28007','es_transportation',29.52,0
8,'C2100602051','4','M','28007','M348934600','28007','es_transportation',25.04,0
8,'C1321889892','5','M','28007','M348934600','28007','es_transportation',40.02,0
8,'C1799010144','2','F','28007','M348934600','28007','es_transportation',49.62,0
8,'C1799010144','2','F','28007','M1823072687','28007','es_transportation',6.83,0
8,'C1680323951','2','F','28007','M1823072687','28007','es_transportation',28.67,0
8,'C1040405455','6','F','28007','M480139044','28007','es_health',110.2,0
8,'C728864298','5','M','28007','M85975013','28007','es_food',52.06,0
8,'C1899748276','5','F','28007','M348934600','28007','es_transportation',34.33,0
8,'C722887134','2','M','28007','M151143676','28007','es_barsandrestaurants',67.2,0
8,'C1769401317','3','M','28007','M348934600','28007','es_transportation',6.76,0
8,'C813128680','2','M','28007','M348934600','28007','es_transportation',26.11,0
8,'C1955375790','3','M','28007','M348934600','28007','es_transportation',10.43,0
