step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
127,'C71938921','2','M','28007','M97925176','28007','es_wellnessandbeauty',33.69,0
127,'C1269288419','3','M','28007','M348934600','28007','es_transportation',0.63,0
127,'C1732609230','3','F','28007','M85975013','28007','es_food',28.58,0
127,'C1771537982','2','M','28007','M1823072687','28007','es_transportation',42.34,0
127,'C1414112698','1','M','28007','M1823072687','28007','es_transportation',30.81,0
127,'C1156346576','4','F','28007','M348934600','28007','es_transportation',11.55,0
127,'C495124555','3','F','28007','M348934600','28007','es_transportation',6.64,0
127,'C1063753312','3','F','28007','M1823072687','28007','es_transportation',8.15,0
127,'C1360225709','5','F','28007','M348934600','28007','es_transportation',49.46,0
127,'C1734585073','5','F','28007','M1823072687','28007','es_transportation',37.54,0
127,'C1815278899','5','M','28007','M1823072687','28007','es_transportation',17.11,0
127,'C218446443','2','M','28007','M1823072687','28007','es_transportation',6.74,0
127,'C1161927918','2','F','28007','M1823072687','28007','es_transportation',35.09,0
127,'C606518659','2','F','28007','M348934600','28007','es_transportation',9.99,0
127,'C606518659','2','F','28007','M1823072687','28007','es_transportation',3.0,0
127,'C612045723','5','F','28007','M348934600','28007','es_transportation',32.87,0
127,'C612045723','5','F','28007','M1823072687','28007','es_transportation',21.48,0
127,'C1337923906','3','F','28007','M85975013','28007','es_food',18.52,0
127,'C1767839998','2','F','28007','M1823072687','28007','es_transportation',15.08,0
127,'C1877622224','2','M','28007','M85975013','28007','es_food',29.48,0
127,'C914488986','4','M','28007','M348934600','28007','es_transportation',22.18,0
127,'C914488986','4','M','28007','M1823072687','28007','es_transportation',18.68,0
127,'C894687005','5','M','28007','M1823072687','28007','es_transportation',47.12,0
127,'C447509116','3','M','28007','M348934600','28007','es_transportation',8.41,0
127,'C586830923','4','M','28007','M1823072687','28007','es_transportation',36.24,0
127,'C885081673','3','M','28007','M348934600','28007','es_transportation',11.53,0
127,'C635603510','2','M','28007','M348934600','28007','es_transportation',38.33,0
127,'C1804573810','2','F','28007','M1823072687','28007','es_transportation',25.42,0
127,'C2043823425','4','F','28007','M1823072687','28007','es_transportation',7.84,0
127,'C1551083784','2','M','28007','M1823072687','28007','es_transportation',42.83,0
127,'C458379262','5','F','28007','M1823072687','28007','es_transportation',12.82,0
127,'C1838948302','1','M','28007','M1313686961','28007','es_contents',75.16,0
127,'C623601481','3','M','28007','M1823072687','28007','es_transportation',24.78,0
127,'C918659260','3','F','28007','M1823072687','28007','es_transportation',44.0,0
127,'C594793398','2','F','28007','M1823072687','28007','es_transportation',6.04,0
127,'C1303555047','3','M','28007','M1823072687','28007','es_transportation',32.32,0
127,'C706685788','1','F','28007','M1823072687','28007','es_transportation',23.49,0
127,'C1639665156','3','M','28007','M1823072687','28007','es_transportation',54.61,0
127,'C2140000055','3','M','28007','M1823072687','28007','es_transportation',11.23,0
127,'C1977646698','3','F','28007','M348934600','28007','es_transportation',31.45,0
127,'C1082732879','2','F','28007','M348934600','28007','es_transportation',11.87,0
127,'C2056015074','3','M','28007','M1053599405','28007','es_health',11.4,0
127,'C2056015074','3','M','28007','M1913465890','28007','es_health',122.4,0
127,'C1440474435','2','M','28007','M348934600','28007','es_transportation',11.72,0
127,'C995235283','3','F','28007','M348934600','28007','es_transportation',6.54,0
127,'C913662681','5','M','28007','M1823072687','28007','es_transportation',37.27,0
127,'C1645579872','5','F','28007','M1823072687','28007','es_transportation',13.18,0
127,'C1728122351','3','F','28007','M348934600','28007','es_transportation',34.02,0
127,'C426128777','3','F','28007','M1823072687','28007','es_transportation',18.43,0
127,'C1214279601','1','F','28007','M1823072687','28007','es_transportation',54.49,0
127,'C1427539236','2','F','28007','M1823072687','28007','es_transportation',51.04,0
127,'C2109575612','5','M','28007','M85975013','28007','es_food',30.83,0
127,'C400803731','2','F','28007','M1823072687','28007','es_transportation',3.88,0
127,'C824784700','3','F','28007','M1823072687','28007','es_transportation',2.37,0
127,'C926583171','2','F','28007','M348934600','28007','es_transportation',17.47,0
127,'C1887082660','2','M','28007','M1823072687','28007','es_transportation',21.75,0
127,'C1767734624','3','F','28007','M1823072687','28007','es_transportation',22.58,0
127,'C1039390058','4','M','28007','M348934600','28007','es_transportation',43.35,0
127,'C1464030920','1','F','28007','M348934600','28007','es_transportation',13.28,0
127,'C1341662543','3','F','28007','M1823072687','28007','es_transportation',26.6,0
127,'C193297871','4','F','28007','M1823072687','28007','es_transportation',5.1,0
127,'C519449235','2','F','28007','M1823072687','28007','es_transportation',2.84,0
127,'C478503155','2','M','28007','M1823072687','28007','es_transportation',15.01,0
127,'C69477057','3','M','28007','M1823072687','28007','es_transportation',14.74,0
127,'C210318225','4','F','28007','M348934600','28007','es_transportation',30.92,0
127,'C851871528','1','F','28007','M1823072687','28007','es_transportation',59.54,0
127,'C1072166767','3','F','28007','M348934600','28007','es_transportation',9.53,0
127,'C1072166767','3','F','28007','M1823072687','28007','es_transportation',22.76,0
127,'C1680004438','2','F','28007','M1823072687','28007','es_transportation',30.22,0
127,'C1238185596','5','M','28007','M1823072687','28007','es_transportation',23.04,0
127,'C1347371891','2','M','28007','M1823072687','28007','es_transportation',37.64,0
127,'C927282395','4','F','28007','M85975013','28007','es_food',81.75,0
127,'C1008918174','3','F','28007','M1823072687','28007','es_transportation',15.8,0
127,'C1694039833','6','F','28007','M1823072687','28007','es_transportation',47.55,0
127,'C35785606','2','F','28007','M348934600','28007','es_transportation',37.91,0
127,'C1642222517','4','F','28007','M1823072687','28007','es_transportation',17.24,0
127,'C407368472','3','M','28007','M348934600','28007','es_transportation',1.25,0
127,'C259158925','5','F','28007','M1823072687','28007','es_transportation',11.63,0
127,'C85075290','3','F','28007','M1823072687','28007','es_transportation',3.35,0
127,'C1204610604','2','F','28007','M348934600','28007','es_transportation',0.43,0
127,'C834739424','3','F','28007','M1823072687','28007','es_transportation',30.07,0
127,'C1134229140','3','M','28007','M348934600','28007','es_transportation',22.36,0
127,'C442850319','1','M','28007','M1823072687','28007','es_transportation',56.4,0
127,'C901739086','2','M','28007','M85975013','28007','es_food',38.03,0
127,'C283266984','4','M','28007','M1823072687','28007','es_transportation',23.08,0
127,'C1318366224','3','F','28007','M348934600','28007','es_transportation',18.62,0
127,'C480118707','2','M','28007','M1823072687','28007','es_transportation',5.17,0
127,'C982406682','1','M','28007','M1823072687','28007','es_transportation',28.73,0
127,'C1707421914','2','M','28007','M1823072687','28007','es_transportation',12.23,0
127,'C929919235','1','M','28007','M1823072687','28007','es_transportation',11.0,0
127,'C1590346257','1','F','28007','M1823072687','28007','es_transportation',8.59,0
127,'C474891377','4','M','28007','M1823072687','28007','es_transportation',22.36,0
127,'C1882290962','2','F','28007','M1823072687','28007','es_transportation',18.66,0
127,'C1487874353','4','M','28007','M1823072687','28007','es_transportation',24.78,0
127,'C1342849651','1','M','28007','M1823072687','28007','es_transportation',12.22,0
127,'C1028143403','3','M','28007','M1823072687','28007','es_transportation',20.96,0
127,'C1911232863','2','F','28007','M348934600','28007','es_transportation',12.89,0
127,'C546386486','3','F','28007','M1823072687','28007','es_transportation',3.62,0
127,'C2027052970','5','M','28007','M348934600','28007','es_transportation',10.37,0
127,'C1370556911','1','M','28007','M1823072687','28007','es_transportation',54.9,0
127,'C798268011','3','F','28007','M1823072687','28007','es_transportation',28.63,0
127,'C2012722039','1','F','28007','M348934600','28007','es_transportation',6.26,0
127,'C854479209','2','F','28007','M348934600','28007','es_transportation',27.74,0
127,'C1245363669','5','F','28007','M85975013','28007','es_food',60.44,0
127,'C1581709798','2','M','28007','M480139044','28007','es_health',88.91,1
127,'C483912131','2','F','28007','M480139044','28007','es_health',660.26,1
127,'C1710930627','2','F','28007','M1823072687','28007','es_transportation',40.39,0
127,'C480669012','5','F','28007','M1823072687','28007','es_transportation',14.69,0
127,'C107438779','4','M','28007','M1823072687','28007','es_transportation',0.97,0
127,'C2049382420','3','M','28007','M1823072687','28007','es_transportation',60.09,0
127,'C1123627503','0','F','28007','M85975013','28007','es_food',12.0,0
127,'C1650590141','3','F','28007','M1823072687','28007','es_transportation',12.25,0
127,'C132320296','2','M','28007','M348934600','28007','es_transportation',0.26,0
127,'C720418898','3','M','28007','M1823072687','28007','es_transportation',85.48,0
