step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
56,'C53497422','3','M','28007','M1823072687','28007','es_transportation',40.34,0
56,'C158030246','4','F','28007','M1823072687','28007','es_transportation',5.22,0
56,'C1721541488','2','M','28007','M348934600','28007','es_transportation',24.83,0
56,'C1932334304','5','F','28007','M1823072687','28007','es_transportation',51.5,0
56,'C1850870588','2','M','28007','M348934600','28007','es_transportation',13.39,0
56,'C298317613','6','F','28007','M348934600','28007','es_transportation',51.71,0
56,'C1667929755','3','F','28007','M1823072687','28007','es_transportation',6.34,0
56,'C1283534588','3','M','28007','M348934600','28007','es_transportation',49.08,0
56,'C59912595','2','F','28007','M348934600','28007','es_transportation',15.81,0
56,'C2125787399','4','F','28007','M348934600','28007','es_transportation',50.64,0
56,'C1745468920','2','F','28007','M151143676','28007','es_barsandrestaurants',35.1,0
56,'C1050663079','4','M','28007','M1823072687','28007','es_transportation',13.22,0
56,'C1857263556','1','F','28007','M348934600','28007','es_transportation',10.45,0
56,'C108940648','2','F','28007','M1823072687','28007','es_transportation',30.93,0
56,'C1697851479','3','M','28007','M1823072687','28007','es_transportation',26.23,0
56,'C808977147','2','M','28007','M348934600','28007','es_transportation',48.1,0
56,'C5377162','4','F','28007','M348934600','28007','es_transportation',10.62,0
56,'C914243510','4','M','28007','M1823072687','28007','es_transportation',31.46,0
56,'C369115109','1','F','28007','M1823072687','28007','es_transportation',45.04,0
56,'C1014010834','1','M','28007','M1823072687','28007','es_transportation',28.01,0
56,'C1789457872','2','F','28007','M1823072687','28007','es_transportation',60.48,0
56,'C969635352','2','F','28007','M1823072687','28007','es_transportation',15.8,0
56,'C2046797625','2','M','28007','M1823072687','28007','es_transportation',41.68,0
56,'C371396143','2','F','28007','M1823072687','28007','es_transportation',2.56,0
56,'C2037338028','2','M','28007','M151143676','28007','es_barsandrestaurants',29.39,0
56,'C805483863','4','F','28007','M1823072687','28007','es_transportation',27.54,0
56,'C785603838','5','M','28007','M1823072687','28007','es_transportation',41.01,0
56,'C1420603517','3','M','28007','M348934600','28007','es_transportation',0.42,0
56,'C204633978','2','F','28007','M1823072687','28007','es_transportation',16.01,0
56,'C1434797923','3','M','28007','M348934600','28007','es_transportation',32.43,0
56,'C1648056680','2','F','28007','M348934600','28007','es_transportation',19.78,0
56,'C1100276718','1','F','28007','M348934600','28007','es_transportation',4.42,0
56,'C1484573422','5','M','28007','M348934600','28007','es_transportation',2.16,0
56,'C477542874','2','F','28007','M1823072687','28007','es_transportation',32.78,0
56,'C383264569','1','F','28007','M348934600','28007','es_transportation',27.44,0
56,'C1279785305','2','F','28007','M348934600','28007','es_transportation',13.76,0
56,'C1598564853','2','M','28007','M1823072687','28007','es_transportation',22.75,0
56,'C1104967901','4','F','28007','M1823072687','28007','es_transportation',14.79,0
56,'C1980881901','4','M','28007','M1823072687','28007','es_transportation',22.45,0
56,'C1720950881','6','F','28007','M1823072687','28007','es_transportation',14.76,0
56,'C1290093162','2','F','28007','M1823072687','28007','es_transportation',39.15,0
56,'C1872482068','4','M','28007','M1823072687','28007','es_transportation',45.61,0
56,'C2078460335','6','F','28007','M348934600','28007','es_transportation',39.19,0
56,'C1337923906','3','F','28007','M1823072687','28007','es_transportation',21.41,0
