step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
168,'C1156188729','2','F','28007','M348934600','28007','es_transportation',37.31,0
168,'C1156188729','2','F','28007','M1823072687','28007','es_transportation',38.76,0
168,'C2119675022','6','F','28007','M1823072687','28007','es_transportation',6.21,0
168,'C800272493','2','F','28007','M1823072687','28007','es_transportation',11.72,0
168,'C2027325203','5','F','28007','M348934600','28007','es_transportation',38.96,0
168,'C77017704','2','F','28007','M1823072687','28007','es_transportation',52.27,0
168,'C1872803698','3','F','28007','M1823072687','28007','es_transportation',1.31,0
168,'C1582366224','5','M','28007','M1823072687','28007','es_transportation',64.07,0
168,'C1407767965','3','F','28007','M1823072687','28007','es_transportation',10.51,0
168,'C1933962406','2','F','28007','M1823072687','28007','es_transportation',6.98,0
168,'C1929968596','2','F','28007','M1823072687','28007','es_transportation',54.03,0
168,'C1753498738','3','F','28007','M1823072687','28007','es_transportation',50.5,0
168,'C351144071','2','M','28007','M1823072687','28007','es_transportation',36.09,0
168,'C295362058','4','M','28007','M1823072687','28007','es_transportation',15.6,0
168,'C12662072','4','F','28007','M348934600','28007','es_transportation',37.9,0
168,'C730142143','4','F','28007','M348934600','28007','es_transportation',39.96,0
168,'C1741615821','3','M','28007','M1823072687','28007','es_transportation',15.85,0
168,'C1941625566','3','F','28007','M1823072687','28007','es_transportation',33.73,0
168,'C297347471','4','M','28007','M1823072687','28007','es_transportation',12.23,0
168,'C671524709','5','F','28007','M85975013','28007','es_food',27.82,0
168,'C330615170','2','F','28007','M980657600','28007','es_sportsandtoys',658.51,1
168,'C153962249','3','F','28007','M980657600','28007','es_sportsandtoys',213.12,1
168,'C1090046399','2','M','28007','M1823072687','28007','es_transportation',9.52,0
168,'C206142588','4','F','28007','M1823072687','28007','es_transportation',43.52,0
168,'C382789952','3','M','28007','M1053599405','28007','es_health',54.66,0
168,'C382789952','3','M','28007','M1913465890','28007','es_health',36.31,0
168,'C1098012335','3','M','28007','M348934600','28007','es_transportation',43.75,0
168,'C2078688167','3','F','28007','M1823072687','28007','es_transportation',18.51,0
168,'C454240137','5','M','28007','M348934600','28007','es_transportation',34.87,0
168,'C454240137','5','M','28007','M1823072687','28007','es_transportation',7.67,0
168,'C1916796804','4','F','28007','M348934600','28007','es_transportation',83.1,0
168,'C881073190','2','F','28007','M1823072687','28007','es_transportation',38.3,0
168,'C1233238493','2','F','28007','M1823072687','28007','es_transportation',17.98,0
168,'C861856179','1','M','28007','M923029380','28007','es_home',42.88,0
