step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
107,'C1819254965','6','M','28007','M1823072687','28007','es_transportation',11.53,0
107,'C1760986787','2','M','28007','M348934600','28007','es_transportation',56.06,0
107,'C668289079','5','F','28007','M1823072687','28007','es_transportation',9.56,0
107,'C1436301390','2','F','28007','M1823072687','28007','es_transportation',4.69,0
107,'C1577880868','2','F','28007','M1823072687','28007','es_transportation',39.69,0
107,'C1771717627','2','F','28007','M1823072687','28007','es_transportation',12.55,0
107,'C1992185297','3','F','28007','M1823072687','28007','es_transportation',14.87,0
107,'C299858046','2','F','28007','M1823072687','28007','es_transportation',19.87,0
107,'C851731350','4','M','28007','M1823072687','28007','es_transportation',25.21,0
107,'C1502804084','2','F','28007','M1823072687','28007','es_transportation',17.25,0
107,'C1059874896','2','M','28007','M1823072687','28007','es_transportation',40.23,0
107,'C105845174','3','M','28007','M1888755466','28007','es_otherservices',65.69,0
107,'C776775180','2','F','28007','M209847108','28007','es_wellnessandbeauty',33.04,0
107,'C776775180','2','F','28007','M78078399','28007','es_wellnessandbeauty',21.72,0
107,'C1776310825','4','M','28007','M1823072687','28007','es_transportation',0.56,0
107,'C1648082819','3','M','28007','M1823072687','28007','es_transportation',20.92,0
107,'C1549322511','4','M','28007','M1823072687','28007','es_transportation',30.18,0
107,'C1334227305','1','F','28007','M348934600','28007','es_transportation',14.31,0
107,'C913863966','6','M','28007','M1823072687','28007','es_transportation',32.14,0
107,'C469822988','2','F','28007','M151143676','28007','es_barsandrestaurants',12.97,0
107,'C1394931354','4','M','28007','M1823072687','28007','es_transportation',39.21,0
107,'C660024200','2','F','28007','M348934600','28007','es_transportation',23.31,0
107,'C660024200','2','F','28007','M1823072687','28007','es_transportation',37.9,0
107,'C1906259613','6','F','28007','M348934600','28007','es_transportation',87.46,0
107,'C1610467120','2','M','28007','M1823072687','28007','es_transportation',29.15,0
107,'C403631555','4','M','28007','M1823072687','28007','es_transportation',49.34,0
107,'C150273597','4','M','28007','M1823072687','28007','es_transportation',42.85,0
107,'C1781924994','1','M','28007','M348934600','28007','es_transportation',21.78,0
107,'C989321907','4','M','28007','M348934600','28007','es_transportation',60.35,0
107,'C1882290962','2','F','28007','M1823072687','28007','es_transportation',65.31,0
