step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
83,'C1017469037','2','M','28007','M348934600','28007','es_transportation',14.92,0
83,'C2063978670','2','M','28007','M1823072687','28007','es_transportation',19.43,0
83,'C476477241','4','M','28007','M1823072687','28007','es_transportation',9.62,0
83,'C2075699398','3','F','28007','M1823072687','28007','es_transportation',6.34,0
83,'C1464489812','4','M','28007','M480139044','28007','es_health',447.92,1
83,'C972314568','3','F','28007','M480139044','28007','es_health',88.37,1
83,'C285306155','2','M','28007','M1823072687','28007','es_transportation',44.47,0
83,'C2134625729','2','F','28007','M348934600','28007','es_transportation',62.59,0
83,'C2064491438','5','F','28007','M855959430','28007','es_hyper',41.42,0
83,'C2030175121','1','F','28007','M1823072687','28007','es_transportation',43.42,0
83,'C648467088','2','M','28007','M348934600','28007','es_transportation',20.79,0
83,'C1579865062','1','F','28007','M1823072687','28007','es_transportation',3.24,0
83,'C1739071229','4','F','28007','M348934600','28007','es_transportation',25.04,0
83,'C1739071229','4','F','28007','M1823072687','28007','es_transportation',38.07,0
83,'C1523854098','4','M','28007','M348934600','28007','es_transportation',0.12,0
83,'C2037338028','2','M','28007','M348934600','28007','es_transportation',25.86,0
83,'C1902378891','5','F','28007','M1823072687','28007','es_transportation',8.89,0
83,'C908718101','3','F','28007','M1823072687','28007','es_transportation',11.75,0
83,'C752270622','1','F','28007','M1823072687','28007','es_transportation',42.79,0
83,'C360122873','2','F','28007','M348934600','28007','es_transportation',26.57,0
83,'C1655680166','3','M','28007','M1823072687','28007','es_transportation',40.12,0
83,'C72452640','2','F','28007','M1823072687','28007','es_transportation',54.17,0
83,'C1602759549','2','F','28007','M1823072687','28007','es_transportation',14.19,0
83,'C21207783','3','F','28007','M1053599405','28007','es_health',73.91,0
83,'C1605642067','1','M','28007','M1823072687','28007','es_transportation',1.48,0
83,'C1591908890','2','M','28007','M85975013','28007','es_food',41.73,0
83,'C554819698','3','M','28007','M1823072687','28007','es_transportation',0.43,0
83,'C1740004679','3','F','28007','M348934600','28007','es_transportation',34.0,0
83,'C1304285526','5','F','28007','M1823072687','28007','es_transportation',58.38,0
83,'C1708732499','2','M','28007','M1823072687','28007','es_transportation',29.09,0
83,'C1679430600','4','M','28007','M1823072687','28007','es_transportation',21.95,0
83,'C2082187659','2','M','28007','M480139044','28007','es_health',88.76,0
83,'C2082187659','2','M','28007','M692898500','28007','es_health',93.76,0
83,'C1035222482','1','F','28007','M209847108','28007','es_wellnessandbeauty',23.49,0
83,'C1035222482','1','F','28007','M78078399','28007','es_wellnessandbeauty',3.36,0
83,'C1331907286','2','M','28007','M85975013','28007','es_food',47.69,0
83,'C295362058','4','M','28007','M348934600','28007','es_transportation',16.5,0
83,'C1876476635','2','M','28007','M1823072687','28007','es_transportation',38.4,0
83,'C2082605784','3','M','28007','M85975013','28007','es_food',44.49,0
83,'C1575099263','2','M','28007','M348934600','28007','es_transportation',79.97,0
83,'C694265356','3','F','28007','M1823072687','28007','es_transportation',5.76,0
83,'C1807970113','4','F','28007','M1823072687','28007','es_transportation',6.11,0
83,'C985732014','2','F','28007','M348934600','28007','es_transportation',9.51,0
83,'C1297329735','2','F','28007','M348934600','28007','es_transportation',10.12,0
83,'C1463141739','3','M','28007','M348934600','28007','es_transportation',21.88,0
83,'C1075787773','3','M','28007','M1823072687','28007','es_transportation',58.82,0
83,'C1697851479','3','M','28007','M1053599405','28007','es_health',42.94,0
83,'C1697851479','3','M','28007','M1913465890','28007','es_health',228.03,0
83,'C1874220848','2','M','28007','M348934600','28007','es_transportation',50.95,0
83,'C161678291','3','F','28007','M1823072687','28007','es_transportation',22.3,0
83,'C1488142454','2','F','28007','M1823072687','28007','es_transportation',8.58,0
83,'C438957460','4','M','28007','M45060432','28007','es_hotelservices',206.31,0
83,'C1025104996','5','M','28007','M1823072687','28007','es_transportation',45.71,0
83,'C120279480','3','F','28007','M1823072687','28007','es_transportation',52.12,0
83,'C564600361','2','M','28007','M1823072687','28007','es_transportation',34.7,0
83,'C1698085181','2','M','28007','M1823072687','28007','es_transportation',40.44,0
83,'C703418892','2','F','28007','M348934600','28007','es_transportation',34.19,0
83,'C2095938989','4','F','28007','M1400236507','28007','es_home',119.71,0
83,'C2095938989','4','F','28007','M1872033263','28007','es_home',241.26,0
83,'C59912595','2','F','28007','M1946091778','28007','es_wellnessandbeauty',65.05,0
83,'C1006176917','2','M','28007','M348934600','28007','es_transportation',2.75,0
83,'C1615196201','1','F','28007','M348934600','28007','es_transportation',24.4,0
83,'C1425719203','1','F','28007','M348934600','28007','es_transportation',23.35,0
83,'C313266037','2','M','28007','M1823072687','28007','es_transportation',33.77,0
83,'C1385354747','4','M','28007','M348934600','28007','es_transportation',49.43,0
83,'C199512926','4','M','28007','M1053599405','28007','es_health',65.69,0
83,'C199512926','4','M','28007','M1913465890','28007','es_health',94.8,0
83,'C284165615','3','F','28007','M1823072687','28007','es_transportation',17.21,0
83,'C719449879','6','F','28007','M348934600','28007','es_transportation',44.75,0
83,'C56859969','6','F','28007','M348934600','28007','es_transportation',40.61,0
83,'C408690006','1','M','28007','M1823072687','28007','es_transportation',31.46,0
83,'C771874671','5','M','28007','M348934600','28007','es_transportation',64.27,0
83,'C858011639','3','M','28007','M348934600','28007','es_transportation',47.97,0
83,'C1855266571','2','M','28007','M1823072687','28007','es_transportation',6.02,0
83,'C927696302','3','F','28007','M85975013','28007','es_food',7.13,0
83,'C168710517','4','F','28007','M1823072687','28007','es_transportation',26.42,0
83,'C1612748385','2','F','28007','M1823072687','28007','es_transportation',17.71,0
83,'C485578112','3','F','28007','M348934600','28007','es_transportation',11.45,0
83,'C1193034305','4','F','28007','M348934600','28007','es_transportation',4.0,0
83,'C901400531','2','F','28007','M1823072687','28007','es_transportation',37.47,0
83,'C747175090','5','F','28007','M1823072687','28007','es_transportation',47.57,0
83,'C247656929','2','F','28007','M348934600','28007','es_transportation',13.28,0
83,'C255059556','3','M','28007','M348934600','28007','es_transportation',31.93,0
83,'C2038427935','3','F','28007','M1823072687','28007','es_transportation',57.05,0
83,'C870367228','4','M','28007','M1823072687','28007','es_transportation',48.15,0
83,'C477892356','4','M','28007','M348934600','28007','es_transportation',34.32,0
83,'C1350068848','4','M','28007','M348934600','28007','es_transportation',50.4,0
83,'C2085186254','1','F','28007','M348934600','28007','es_transportation',10.31,0
83,'C1512444326','3','F','28007','M1823072687','28007','es_transportation',36.66,0
83,'C970538683','2','M','28007','M1823072687','28007','es_transportation',47.29,0
83,'C620542168','2','M','28007','M348934600','28007','es_transportation',15.44,0
83,'C636259913','1','M','28007','M1823072687','28007','es_transportation',38.85,0
83,'C959023117','3','M','28007','M1823072687','28007','es_transportation',5.74,0
83,'C914250073','2','M','28007','M348934600','28007','es_transportation',32.4,0
83,'C760223382','3','F','28007','M1823072687','28007','es_transportation',50.27,0
83,'C1530098029','3','F','28007','M85975013','28007','es_food',59.18,0
83,'C1236489588','2','F','28007','M348934600','28007','es_transportation',13.31,0
83,'C509546455','2','M','28007','M348934600','28007','es_transportation',69.76,0
83,'C509546455','2','M','28007','M1823072687','28007','es_transportation',3.65,0
83,'C693907036','3','M','28007','M348934600','28007','es_transportation',44.98,0
83,'C851417480','2','F','28007','M348934600','28007','es_transportation',3.18,0
83,'C525850964','2','F','28007','M348934600','28007','es_transportation',30.32,0
83,'C488606576','2','F','28007','M1823072687','28007','es_transportation',36.36,0
83,'C1735920391','4','F','28007','M348934600','28007','es_transportation',2.76,0
