step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
86,'C1846274338','3','M','28007','M348934600','28007','es_transportation',10.89,0
86,'C108794529','4','F','28007','M1823072687','28007','es_transportation',26.32,0
86,'C1161927918','2','F','28007','M85975013','28007','es_food',56.65,0
86,'C108940648','2','F','28007','M85975013','28007','es_food',25.8,0
86,'C1702053445','4','F','28007','M85975013','28007','es_food',53.29,0
86,'C673048498','2','M','28007','M1823072687','28007','es_transportation',10.59,0
86,'C1659350842','2','F','28007','M1823072687','28007','es_transportation',14.77,0
86,'C801797246','2','F','28007','M348934600','28007','es_transportation',38.5,0
86,'C500712433','2','F','28007','M692898500','28007','es_health',44.42,0
86,'C500712433','2','F','28007','M50039827','28007','es_health',62.76,0
86,'C899638721','2','F','28007','M1823072687','28007','es_transportation',19.0,0
86,'C459123820','2','M','28007','M1823072687','28007','es_transportation',26.13,0
86,'C1321889892','5','M','28007','M1823072687','28007','es_transportation',28.98,0
86,'C891364505','3','F','28007','M1823072687','28007','es_transportation',18.56,0
86,'C1154612561','1','M','28007','M1823072687','28007','es_transportation',13.05,0
86,'C341886098','5','M','28007','M85975013','28007','es_food',40.75,0
86,'C1619755203','5','F','28007','M1823072687','28007','es_transportation',27.55,0
86,'C96868586','3','M','28007','M1823072687','28007','es_transportation',2.51,0
86,'C43587827','1','M','28007','M1823072687','28007','es_transportation',3.74,0
86,'C2145337724','3','F','28007','M348934600','28007','es_transportation',6.12,0
86,'C882083718','3','M','28007','M1823072687','28007','es_transportation',26.8,0
86,'C1396720108','1','M','28007','M1823072687','28007','es_transportation',21.34,0
86,'C1468082478','4','F','28007','M348934600','28007','es_transportation',10.82,0
86,'C1468082478','4','F','28007','M1823072687','28007','es_transportation',39.12,0
86,'C983659750','2','M','28007','M1823072687','28007','es_transportation',14.77,0
86,'C106333716','3','F','28007','M1823072687','28007','es_transportation',20.9,0
86,'C334841918','2','M','28007','M1823072687','28007','es_transportation',19.58,0
86,'C1258454385','5','M','28007','M348934600','28007','es_transportation',15.6,0
86,'C351880818','1','M','28007','M348934600','28007','es_transportation',28.99,0
86,'C917831365','5','F','28007','M348934600','28007','es_transportation',6.69,0
86,'C1551465414','1','M','28007','M348934600','28007','es_transportation',2.22,0
86,'C400803731','2','F','28007','M1823072687','28007','es_transportation',51.44,0
86,'C272752096','3','F','28007','M1823072687','28007','es_transportation',7.42,0
86,'C1960297159','2','F','28007','M348934600','28007','es_transportation',34.34,0
86,'C1960297159','2','F','28007','M1823072687','28007','es_transportation',50.9,0
86,'C2094478222','4','F','28007','M348934600','28007','es_transportation',17.4,0
86,'C1327677398','2','M','28007','M348934600','28007','es_transportation',27.99,0
86,'C1258953485','4','F','28007','M348934600','28007','es_transportation',53.05,0
86,'C1178005728','3','F','28007','M348934600','28007','es_transportation',62.0,0
86,'C728039227','6','M','28007','M348934600','28007','es_transportation',61.34,0
86,'C2128712024','2','M','28007','M348934600','28007','es_transportation',57.59,0
86,'C1228152586','1','F','28007','M348934600','28007','es_transportation',65.94,0
86,'C500992269','2','M','28007','M1823072687','28007','es_transportation',11.47,0
86,'C597908249','3','F','28007','M85975013','28007','es_food',52.37,0
86,'C1350068848','4','M','28007','M348934600','28007','es_transportation',42.4,0
86,'C1237272991','2','F','28007','M348934600','28007','es_transportation',37.81,0
86,'C1128965136','2','F','28007','M348934600','28007','es_transportation',29.61,0
86,'C1128965136','2','F','28007','M1823072687','28007','es_transportation',23.15,0
86,'C1306889886','1','M','28007','M1823072687','28007','es_transportation',54.04,0
86,'C1463141739','3','M','28007','M348934600','28007','es_transportation',6.71,0
86,'C1700550154','6','M','28007','M348934600','28007','es_transportation',49.98,0
86,'C662187574','2','M','28007','M1823072687','28007','es_transportation',6.87,0
86,'C1780497356','3','F','28007','M1823072687','28007','es_transportation',22.16,0
86,'C2063574289','1','F','28007','M1823072687','28007','es_transportation',8.71,0
86,'C908718101','3','F','28007','M85975013','28007','es_food',35.77,0
86,'C378899672','1','F','28007','M348934600','28007','es_transportation',34.12,0
86,'C354729496','4','M','28007','M85975013','28007','es_food',38.42,0
86,'C1196915447','2','M','28007','M1823072687','28007','es_transportation',10.21,0
86,'C1857140958','4','M','28007','M855959430','28007','es_hyper',44.01,0
86,'C529135239','3','M','28007','M348934600','28007','es_transportation',31.89,0
86,'C1982656265','3','M','28007','M1823072687','28007','es_transportation',24.62,0
86,'C1145304322','3','F','28007','M348934600','28007','es_transportation',0.91,0
86,'C1426420214','1','M','28007','M1823072687','28007','es_transportation',15.07,0
86,'C2022102158','6','F','28007','M1535107174','28007','es_wellnessandbeauty',52.5,0
86,'C2022102158','6','F','28007','M1198415165','28007','es_wellnessandbeauty',3.88,0
86,'C2022102158','6','F','28007','M1748431652','28007','es_wellnessandbeauty',47.94,0
86,'C1249817283','2','M','28007','M1823072687','28007','es_transportation',24.07,0
86,'C697242067','5','M','28007','M348934600','28007','es_transportation',33.31,0
86,'C1255231772','2','F','28007','M1823072687','28007','es_transportation',0.48,0
86,'C2087715408','3','F','28007','M1823072687','28007','es_transportation',42.71,0
86,'C471166875','1','M','28007','M1823072687','28007','es_transportation',0.44,0
86,'C1524407626','1','M','28007','M85975013','28007','es_food',66.65,0
86,'C966984015','4','M','28007','M1823072687','28007','es_transportation',23.93,0
86,'C855978131','3','F','28007','M1823072687','28007','es_transportation',37.12,0
86,'C115540448','5','F','28007','M1823072687','28007','es_transportation',21.08,0
86,'C757503768','5','M','28007','M1823072687','28007','es_transportation',38.52,0
86,'C1948527523','5','M','28007','M1823072687','28007','es_transportation',11.82,0
86,'C304677660','4','F','28007','M348934600','28007','es_transportation',19.49,0
86,'C1114643543','6','M','28007','M1823072687','28007','es_transportation',47.64,0
86,'C333991833','2','M','28007','M348934600','28007','es_transportation',41.05,0
86,'C864602023','5','M','28007','M348934600','28007','es_transportation',25.52,0
86,'C1580559195','2','M','28007','M1823072687','28007','es_transportation',11.35,0
86,'C1641076533','2','F','28007','M1823072687','28007','es_transportation',41.24,0
86,'C1129461636','1','M','28007','M855959430','28007','es_hyper',2.08,0
86,'C1308910127','5','M','28007','M348934600','28007','es_transportation',18.99,0
86,'C1892148523','2','F','28007','M348934600','28007','es_transportation',44.68,0
86,'C2112631749','2','F','28007','M348934600','28007','es_transportation',12.68,0
86,'C2006367089','6','F','28007','M1946091778','28007','es_wellnessandbeauty',83.45,0
86,'C944634193','5','F','28007','M1823072687','28007','es_transportation',52.13,0
86,'C1882920635','2','M','28007','M348934600','28007','es_transportation',16.28,0
86,'C653252303','1','F','28007','M1823072687','28007','es_transportation',40.04,0
86,'C1811749392','2','F','28007','M1823072687','28007','es_transportation',17.61,0
86,'C1761368684','1','F','28007','M348934600','28007','es_transportation',40.49,0
86,'C1978080967','2','M','28007','M348934600','28007','es_transportation',18.53,0
86,'C30336615','2','M','28007','M348934600','28007','es_transportation',22.13,0
86,'C1806422891','2','M','28007','M348934600','28007','es_transportation',10.8,0
86,'C1377736719','5','M','28007','M348934600','28007','es_transportation',25.93,0
86,'C808977147','2','M','28007','M1823072687','28007','es_transportation',5.19,0
86,'C487243829','3','M','28007','M348934600','28007','es_transportation',26.35,0
86,'C1887326984','2','F','28007','M1823072687','28007','es_transportation',48.51,0
86,'C1594422820','4','F','28007','M840466850','28007','es_tech',205.37,0
86,'C529768403','6','F','28007','M1823072687','28007','es_transportation',5.62,0
86,'C897057254','2','F','28007','M1823072687','28007','es_transportation',23.61,0
86,'C1224222502','1','M','28007','M348934600','28007','es_transportation',41.05,0
86,'C1433318702','5','M','28007','M1823072687','28007','es_transportation',32.45,0
86,'C1511497789','1','F','28007','M348934600','28007','es_transportation',30.18,0
86,'C77017704','2','F','28007','M1823072687','28007','es_transportation',69.27,0
86,'C1141524074','3','M','28007','M1823072687','28007','es_transportation',25.85,0
86,'C1830714840','4','F','28007','M1823072687','28007','es_transportation',7.68,0
86,'C1108787528','5','M','28007','M1823072687','28007','es_transportation',38.08,0
86,'C17166563','4','F','28007','M85975013','28007','es_food',51.78,0
86,'C1045652139','6','M','28007','M85975013','28007','es_food',60.84,0
86,'C1778512686','1','M','28007','M348934600','28007','es_transportation',31.11,0
86,'C718962269','3','F','28007','M1823072687','28007','es_transportation',23.8,0
86,'C419754917','2','F','28007','M1823072687','28007','es_transportation',33.49,0
86,'C777863522','5','F','28007','M1823072687','28007','es_transportation',22.69,0
86,'C1663056729','3','F','28007','M348934600','28007','es_transportation',7.96,0
86,'C2130871815','4','M','28007','M348934600','28007','es_transportation',0.08,0
86,'C145230032','2','F','28007','M1053599405','28007','es_health',24.84,0
86,'C145230032','2','F','28007','M1913465890','28007','es_health',52.61,0
86,'C798657650','3','M','28007','M348934600','28007','es_transportation',29.06,0
86,'C2100825064','2','F','28007','M1823072687','28007','es_transportation',12.38,0
86,'C1364381627','3','M','28007','M1823072687','28007','es_transportation',21.42,0
86,'C1965496749','3','F','28007','M1823072687','28007','es_transportation',27.45,0
86,'C1647801193','4','M','28007','M1823072687','28007','es_transportation',16.81,0
86,'C331622323','4','F','28007','M1823072687','28007','es_transportation',11.78,0
86,'C476477241','4','M','28007','M85975013','28007','es_food',35.91,0
86,'C1723897078','2','F','28007','M1823072687','28007','es_transportation',16.35,0
86,'C1175419672','2','M','28007','M1053599405','28007','es_health',115.39,0
86,'C389281305','1','F','28007','M1823072687','28007','es_transportation',24.46,0
86,'C1297995542','4','F','28007','M1823072687','28007','es_transportation',49.12,0
86,'C319933645','3','F','28007','M1823072687','28007','es_transportation',63.59,0
86,'C1155962240','2','F','28007','M1823072687','28007','es_transportation',36.93,0
86,'C749077907','4','M','28007','M348934600','28007','es_transportation',8.3,0
86,'C74848504','3','F','28007','M348934600','28007','es_transportation',11.63,0
86,'C2073207955','3','M','28007','M348934600','28007','es_transportation',9.18,0
86,'C454240137','5','M','28007','M2011752106','28007','es_hotelservices',1000.67,1
86,'C655625028','6','F','28007','M2011752106','28007','es_hotelservices',268.3,1
86,'C1212956427','2','F','28007','M348934600','28007','es_transportation',26.67,0
86,'C1242334684','2','M','28007','M348934600','28007','es_transportation',45.64,0
