step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
43,'C1736605496','4','M','28007','M85975013','28007','es_food',33.86,0
43,'C1050807234','6','F','28007','M348934600','28007','es_transportation',39.44,0
43,'C1577983313','4','M','28007','M151143676','28007','es_barsandrestaurants',3.46,0
43,'C1591441443','6','M','28007','M348934600','28007','es_transportation',27.02,0
43,'C1547689237','4','F','28007','M348934600','28007','es_transportation',57.18,0
43,'C354971512','6','F','28007','M348934600','28007','es_transportation',29.6,0
43,'C2136232396','6','F','28007','M348934600','28007','es_transportation',14.08,0
43,'C1809104609','1','F','28007','M85975013','28007','es_food',56.6,0
43,'C1517707344','2','M','28007','M348934600','28007','es_transportation',56.14,0
43,'C20239039','2','F','28007','M1823072687','28007','es_transportation',14.71,0
43,'C1952040134','3','F','28007','M348934600','28007','es_transportation',0.32,0
43,'C1825851538','4','F','28007','M348934600','28007','es_transportation',13.95,0
43,'C1427325535','1','F','28007','M348934600','28007','es_transportation',4.2,0
43,'C1648492699','5','F','28007','M1823072687','28007','es_transportation',14.18,0
43,'C1221114448','1','F','28007','M1872033263','28007','es_home',26.68,0
43,'C813347783','1','F','28007','M348934600','28007','es_transportation',7.16,0
43,'C744859144','2','M','28007','M1823072687','28007','es_transportation',15.71,0
43,'C582688427','5','M','28007','M348934600','28007','es_transportation',20.32,0
43,'C1815496848','2','M','28007','M1823072687','28007','es_transportation',11.36,0
43,'C1949984685','2','F','28007','M348934600','28007','es_transportation',9.04,0
43,'C1186953291','4','M','28007','M1823072687','28007','es_transportation',66.53,0
43,'C637831009','3','F','28007','M1823072687','28007','es_transportation',18.95,0
43,'C1857263556','1','F','28007','M348934600','28007','es_transportation',1.12,0
43,'C790395954','6','F','28007','M1823072687','28007','es_transportation',15.94,0
43,'C554819698','3','M','28007','M1823072687','28007','es_transportation',35.67,0
43,'C1381700589','4','M','28007','M348934600','28007','es_transportation',50.8,0
43,'C1806072501','5','M','28007','M348934600','28007','es_transportation',28.19,0
43,'C362857866','3','F','28007','M1823072687','28007','es_transportation',35.12,0
43,'C1141481813','5','M','28007','M1823072687','28007','es_transportation',34.0,0
43,'C1903005844','2','F','28007','M1823072687','28007','es_transportation',46.33,0
43,'C766494418','2','M','28007','M1823072687','28007','es_transportation',13.76,0
43,'C2006367089','6','F','28007','M1823072687','28007','es_transportation',22.89,0
43,'C359668643','2','M','28007','M348934600','28007','es_transportation',10.64,0
43,'C105845174','3','M','28007','M348934600','28007','es_transportation',33.17,0
43,'C911582672','3','M','28007','M348934600','28007','es_transportation',4.71,0
43,'C1283534588','3','M','28007','M151143676','28007','es_barsandrestaurants',0.81,0
43,'C1355509614','4','M','28007','M348934600','28007','es_transportation',5.48,0
43,'C1181615831','3','M','28007','M85975013','28007','es_food',12.75,0
43,'C979437396','5','F','28007','M348934600','28007','es_transportation',17.16,0
43,'C193297871','4','F','28007','M1823072687','28007','es_transportation',1.38,0
43,'C731767226','6','M','28007','M348934600','28007','es_transportation',42.07,0
43,'C1375316332','1','F','28007','M1823072687','28007','es_transportation',36.65,0
43,'C519449235','2','F','28007','M1823072687','28007','es_transportation',30.76,0
43,'C121798652','3','F','28007','M348934600','28007','es_transportation',1.44,0
43,'C447271561','3','M','28007','M1823072687','28007','es_transportation',88.93,0
43,'C911735174','3','M','28007','M348934600','28007','es_transportation',17.89,0
43,'C497088099','2','M','28007','M1823072687','28007','es_transportation',67.65,0
43,'C1090604904','2','M','28007','M1823072687','28007','es_transportation',48.33,0
43,'C1573211398','3','F','28007','M348934600','28007','es_transportation',35.22,0
43,'C71938921','2','M','28007','M348934600','28007','es_transportation',29.93,0
43,'C1102156492','4','M','28007','M348934600','28007','es_transportation',30.07,0
43,'C1508025585','5','F','28007','M348934600','28007','es_transportation',42.13,0
43,'C2005093875','5','F','28007','M1823072687','28007','es_transportation',5.31,0
43,'C695481887','5','M','28007','M348934600','28007','es_transportation',39.51,0
43,'C71120756','3','M','28007','M348934600','28007','es_transportation',40.76,0
43,'C477595630','4','M','28007','M1823072687','28007','es_transportation',41.27,0
43,'C1846201961','3','M','28007','M1649169323','28007','es_sportsandtoys',27.13,0
43,'C1299368401','4','M','28007','M348934600','28007','es_transportation',36.94,0
43,'C1913044357','5','F','28007','M348934600','28007','es_transportation',22.62,0
43,'C475831512','2','F','28007','M1823072687','28007','es_transportation',21.09,0
43,'C2037169176','1','F','28007','M348934600','28007','es_transportation',41.5,0
43,'C1668825144','6','F','28007','M348934600','28007','es_transportation',3.35,0
43,'C128812892','2','F','28007','M1823072687','28007','es_transportation',41.22,0
43,'C408690006','1','M','28007','M1823072687','28007','es_transportation',19.54,0
43,'C1445784416','4','M','28007','M1823072687','28007','es_transportation',30.3,0
43,'C433355159','4','F','28007','M1823072687','28007','es_transportation',9.92,0
43,'C17166563','4','F','28007','M1823072687','28007','es_transportation',0.28,0
43,'C1098443227','1','M','28007','M348934600','28007','es_transportation',32.16,0
43,'C1368210201','2','F','28007','M1649169323','28007','es_sportsandtoys',6.61,0
43,'C1276892406','4','M','28007','M348934600','28007','es_transportation',53.04,0
43,'C1135495199','2','M','28007','M348934600','28007','es_transportation',36.77,0
43,'C1541224095','2','F','28007','M348934600','28007','es_transportation',30.4,0
43,'C1040405455','6','F','28007','M1741626453','28007','es_sportsandtoys',55.36,1
43,'C125481968','1','M','28007','M1741626453','28007','es_sportsandtoys',751.48,1
43,'C2115574807','5','F','28007','M348934600','28007','es_transportation',20.37,0
43,'C1625937550','2','F','28007','M1823072687','28007','es_transportation',43.35,0
43,'C764092576','4','F','28007','M1823072687','28007','es_transportation',16.96,0
43,'C956794113','3','F','28007','M1823072687','28007','es_transportation',2.28,0
43,'C1349086787','3','M','28007','M1823072687','28007','es_transportation',53.53,0
43,'C2115344024','3','M','28007','M1823072687','28007','es_transportation',29.23,0
43,'C2082605784','3','M','28007','M1823072687','28007','es_transportation',34.27,0
43,'C169274898','3','F','28007','M1823072687','28007','es_transportation',42.42,0
43,'C451189693','6','F','28007','M1053599405','28007','es_health',153.59,0
43,'C451189693','6','F','28007','M1913465890','28007','es_health',47.27,0
43,'C1514973352','2','F','28007','M1823072687','28007','es_transportation',58.7,0
43,'C1361037703','2','M','28007','M1823072687','28007','es_transportation',52.32,0
43,'C285984841','3','M','28007','M85975013','28007','es_food',75.35,0
43,'C1902104464','6','F','28007','M1823072687','28007','es_transportation',64.86,0
43,'C1424475955','3','M','28007','M348934600','28007','es_transportation',50.07,0
43,'C398651508','4','F','28007','M348934600','28007','es_transportation',28.4,0
43,'C341886098','5','M','28007','M855959430','28007','es_hyper',19.73,0
43,'C381250974','2','F','28007','M1313686961','28007','es_contents',13.9,0
43,'C996804095','3','M','28007','M1823072687','28007','es_transportation',44.82,0
43,'C195373250','3','M','28007','M85975013','28007','es_food',38.66,0
43,'C1366869967','5','M','28007','M1823072687','28007','es_transportation',59.21,0
43,'C959506480','1','F','28007','M1823072687','28007','es_transportation',14.24,0
43,'C1632035340','6','M','28007','M1823072687','28007','es_transportation',36.24,0
43,'C1777432937','3','F','28007','M348934600','28007','es_transportation',79.84,0
43,'C1117403153','5','F','28007','M348934600','28007','es_transportation',59.55,0
43,'C1007790716','2','M','28007','M348934600','28007','es_transportation',14.94,0
43,'C446179646','5','F','28007','M348934600','28007','es_transportation',39.08,0
43,'C395508885','4','M','28007','M348934600','28007','es_transportation',34.2,0
43,'C544997662','2','F','28007','M1313686961','28007','es_contents',37.64,0
43,'C662836745','3','M','28007','M348934600','28007','es_transportation',15.46,0
43,'C471003383','3','F','28007','M1823072687','28007','es_transportation',47.59,0
43,'C1394428191','1','F','28007','M348934600','28007','es_transportation',36.29,0
43,'C1014347664','6','M','28007','M348934600','28007','es_transportation',39.45,0
43,'C1174416804','4','F','28007','M1823072687','28007','es_transportation',14.26,0
43,'C454239699','3','F','28007','M348934600','28007','es_transportation',54.18,0
43,'C1857140958','4','M','28007','M1823072687','28007','es_transportation',14.84,0
43,'C146494822','4','F','28007','M348934600','28007','es_transportation',7.92,0
43,'C123366357','4','M','28007','M348934600','28007','es_transportation',42.01,0
43,'C923919564','3','F','28007','M348934600','28007','es_transportation',35.46,0
43,'C1809945143','3','F','28007','M348934600','28007','es_transportation',49.15,0
43,'C121713128','2','F','28007','M855959430','28007','es_hyper',89.65,0
