step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
173,'C1561544871','1','M','28007','M1823072687','28007','es_transportation',48.78,0
173,'C1886871597','4','F','28007','M1823072687','28007','es_transportation',39.06,0
173,'C215334224','6','M','28007','M1823072687','28007','es_transportation',18.39,0
173,'C846609537','5','M','28007','M1823072687','28007','es_transportation',6.55,0
173,'C1637529334','2','M','28007','M1823072687','28007','es_transportation',21.59,0
173,'C1474976180','2','F','28007','M840466850','28007','es_tech',23.06,0
173,'C1297100897','4','M','28007','M1823072687','28007','es_transportation',30.78,0
173,'C1580559195','2','M','28007','M1823072687','28007','es_transportation',38.27,0
173,'C1196357413','3','F','28007','M1823072687','28007','es_transportation',12.49,0
173,'C278484907','2','M','28007','M348934600','28007','es_transportation',49.2,0
173,'C1700159150','4','F','28007','M1823072687','28007','es_transportation',28.64,0
173,'C373733261','4','F','28007','M1313686961','28007','es_contents',10.57,0
173,'C2002713196','2','M','28007','M2122776122','28007','es_home',178.53,0
173,'C1067734462','3','F','28007','M1823072687','28007','es_transportation',12.76,0
173,'C149511515','5','F','28007','M1823072687','28007','es_transportation',30.83,0
173,'C607766298','1','F','28007','M348934600','28007','es_transportation',37.24,0
173,'C323852731','2','F','28007','M1823072687','28007','es_transportation',50.81,0
173,'C1547534233','2','F','28007','M1823072687','28007','es_transportation',20.83,0
173,'C560478089','3','F','28007','M840466850','28007','es_tech',92.97,0
173,'C1848884864','2','F','28007','M1823072687','28007','es_transportation',1.25,0
173,'C722887134','2','M','28007','M1823072687','28007','es_transportation',16.69,0
173,'C124539163','2','F','28007','M1823072687','28007','es_transportation',19.58,0
173,'C2128227866','5','F','28007','M348934600','28007','es_transportation',30.41,0
173,'C885555910','5','F','28007','M1823072687','28007','es_transportation',13.1,0
173,'C416655198','2','F','28007','M1823072687','28007','es_transportation',9.26,0
173,'C1528848756','2','M','28007','M348934600','28007','es_transportation',16.97,0
173,'C478715873','5','F','28007','M348934600','28007','es_transportation',32.46,0
