step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
149,'C1986046665','2','F','28007','M1823072687','28007','es_transportation',19.85,0
149,'C75208519','2','M','28007','M1823072687','28007','es_transportation',32.98,0
149,'C1196579721','2','F','28007','M1823072687','28007','es_transportation',44.88,0
149,'C1767103563','3','F','28007','M85975013','28007','es_food',46.12,0
149,'C1040405455','6','F','28007','M85975013','28007','es_food',29.59,0
149,'C662836745','3','M','28007','M348934600','28007','es_transportation',2.19,0
149,'C342410301','3','F','28007','M348934600','28007','es_transportation',14.31,0
149,'C102010508','2','F','28007','M1823072687','28007','es_transportation',17.35,0
149,'C1326829513','5','M','28007','M348934600','28007','es_transportation',17.27,0
149,'C1225704566','2','F','28007','M1823072687','28007','es_transportation',23.65,0
149,'C1372889664','5','F','28007','M1946091778','28007','es_wellnessandbeauty',0.23,0
149,'C1949440316','2','M','28007','M348934600','28007','es_transportation',67.63,0
149,'C870367228','4','M','28007','M1823072687','28007','es_transportation',2.12,0
149,'C2044438336','2','M','28007','M348934600','28007','es_transportation',29.04,0
149,'C142251484','6','M','28007','M1823072687','28007','es_transportation',46.51,0
149,'C860156566','2','M','28007','M1823072687','28007','es_transportation',35.23,0
149,'C1896828249','2','M','28007','M348934600','28007','es_transportation',41.54,0
149,'C725705195','1','F','28007','M348934600','28007','es_transportation',20.99,0
149,'C367052603','2','F','28007','M348934600','28007','es_transportation',63.11,0
149,'C638917294','2','M','28007','M348934600','28007','es_transportation',61.03,0
149,'C363287468','2','F','28007','M85975013','28007','es_food',36.73,0
149,'C169274898','3','F','28007','M1823072687','28007','es_transportation',35.7,0
149,'C85676975','4','M','28007','M348934600','28007','es_transportation',6.58,0
149,'C2080088206','5','F','28007','M980657600','28007','es_sportsandtoys',139.08,1
149,'C1207935724','4','M','28007','M980657600','28007','es_sportsandtoys',539.54,1
149,'C1278181986','2','F','28007','M348934600','28007','es_transportation',5.88,0
149,'C2092526272','6','F','28007','M1823072687','28007','es_transportation',0.41,0
149,'C1579865062','1','F','28007','M1823072687','28007','es_transportation',0.83,0
149,'C1457092141','2','F','28007','M1823072687','28007','es_transportation',8.83,0
149,'C1537824739','4','M','28007','M348934600','28007','es_transportation',2.85,0
149,'C1537824739','4','M','28007','M1823072687','28007','es_transportation',17.04,0
149,'C785603838','5','M','28007','M1823072687','28007','es_transportation',25.55,0
149,'C911582672','3','M','28007','M1823072687','28007','es_transportation',31.31,0
149,'C2104923127','2','F','28007','M1823072687','28007','es_transportation',16.21,0
149,'C627811000','6','F','28007','M1823072687','28007','es_transportation',40.8,0
149,'C1351458855','3','F','28007','M1823072687','28007','es_transportation',10.34,0
149,'C1215440829','U','E','28007','M348934600','28007','es_transportation',31.58,0
149,'C323996741','4','M','28007','M1823072687','28007','es_transportation',8.57,0
149,'C897883896','2','F','28007','M1823072687','28007','es_transportation',25.83,0
149,'C1108787528','5','M','28007','M1823072687','28007','es_transportation',29.15,0
149,'C677561666','1','F','28007','M1823072687','28007','es_transportation',22.11,0
149,'C1038329920','1','F','28007','M1823072687','28007','es_transportation',24.99,0
149,'C605904636','5','F','28007','M1823072687','28007','es_transportation',24.81,0
149,'C85945497','4','F','28007','M1823072687','28007','es_transportation',42.84,0
149,'C123623130','2','F','28007','M348934600','28007','es_transportation',4.08,0
149,'C485578112','3','F','28007','M348934600','28007','es_transportation',3.42,0
149,'C183270065','0','F','28007','M1823072687','28007','es_transportation',36.53,0
149,'C2114634161','3','F','28007','M348934600','28007','es_transportation',14.87,0
149,'C1480064437','2','F','28007','M348934600','28007','es_transportation',21.93,0
149,'C783259685','3','M','28007','M1823072687','28007','es_transportation',9.66,0
149,'C214836772','2','M','28007','M1823072687','28007','es_transportation',39.85,0
149,'C1697472909','3','F','28007','M1823072687','28007','es_transportation',25.58,0
149,'C140234280','2','F','28007','M1823072687','28007','es_transportation',19.04,0
149,'C138445718','3','M','28007','M1823072687','28007','es_transportation',17.32,0
149,'C1865204568','5','M','28007','M1823072687','28007','es_transportation',42.45,0
149,'C1423828273','2','M','28007','M1823072687','28007','es_transportation',30.87,0
149,'C47376492','3','M','28007','M1823072687','28007','es_transportation',23.63,0
149,'C225675370','4','M','28007','M348934600','28007','es_transportation',39.72,0
149,'C1196611038','5','M','28007','M547558035','28007','es_fashion',97.62,0
149,'C1702053445','4','F','28007','M85975013','28007','es_food',63.53,0
149,'C433481742','4','F','28007','M1823072687','28007','es_transportation',1.77,0
