step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
59,'C1263107170','2','F','28007','M1823072687','28007','es_transportation',42.97,0
59,'C2046797625','2','M','28007','M1823072687','28007','es_transportation',11.8,0
59,'C1642374729','5','F','28007','M348934600','28007','es_transportation',57.74,0
59,'C2075157607','2','F','28007','M348934600','28007','es_transportation',60.51,0
59,'C350553475','1','M','28007','M85975013','28007','es_food',31.93,0
59,'C2038427935','3','F','28007','M1823072687','28007','es_transportation',31.97,0
59,'C2055009466','4','M','28007','M1823072687','28007','es_transportation',27.02,0
59,'C982406682','1','M','28007','M85975013','28007','es_food',38.24,0
59,'C1885091211','3','F','28007','M348934600','28007','es_transportation',4.31,0
59,'C987620594','5','F','28007','M348934600','28007','es_transportation',69.67,0
59,'C2093963973','2','M','28007','M348934600','28007','es_transportation',15.75,0
59,'C2044070952','2','F','28007','M85975013','28007','es_food',44.6,0
59,'C1499092508','5','M','28007','M348934600','28007','es_transportation',53.24,0
59,'C371570992','6','M','28007','M1823072687','28007','es_transportation',26.19,0
59,'C146494822','4','F','28007','M1823072687','28007','es_transportation',22.66,0
59,'C1385115265','2','F','28007','M1823072687','28007','es_transportation',23.67,0
59,'C1188590334','6','F','28007','M348934600','28007','es_transportation',22.45,0
59,'C893911190','3','M','28007','M348934600','28007','es_transportation',51.45,0
59,'C1821582093','6','F','28007','M348934600','28007','es_transportation',6.77,0
59,'C1791750813','3','F','28007','M348934600','28007','es_transportation',43.22,0
59,'C2005372528','6','M','28007','M1823072687','28007','es_transportation',3.72,0
59,'C1152835627','U','E','28007','M1823072687','28007','es_transportation',1.68,0
59,'C1639665156','3','M','28007','M1823072687','28007','es_transportation',27.62,0
59,'C811312110','3','F','28007','M480139044','28007','es_health',524.78,1
59,'C1647495093','3','M','28007','M480139044','28007','es_health',806.61,1
59,'C891364505','3','F','28007','M1823072687','28007','es_transportation',11.87,0
59,'C1365609574','4','M','28007','M348934600','28007','es_transportation',22.75,0
59,'C956700475','4','F','28007','M1823072687','28007','es_transportation',17.11,0
59,'C1110919755','1','F','28007','M348934600','28007','es_transportation',23.4,0
59,'C300112558','1','F','28007','M348934600','28007','es_transportation',2.18,0
59,'C1169655012','2','F','28007','M1823072687','28007','es_transportation',1.79,0
59,'C760223382','3','F','28007','M1823072687','28007','es_transportation',71.67,0
59,'C262404738','1','F','28007','M348934600','28007','es_transportation',17.35,0
59,'C44857022','4','F','28007','M1823072687','28007','es_transportation',21.11,0
59,'C965952231','5','M','28007','M348934600','28007','es_transportation',5.9,0
59,'C1153569753','4','F','28007','M348934600','28007','es_transportation',41.69,0
59,'C1950870438','1','F','28007','M85975013','28007','es_food',97.64,0
59,'C1246760376','3','M','28007','M1823072687','28007','es_transportation',4.5,0
59,'C1152356495','3','F','28007','M1823072687','28007','es_transportation',18.32,0
59,'C978276840','2','F','28007','M1823072687','28007','es_transportation',36.6,0
59,'C2070997908','3','F','28007','M85975013','28007','es_food',12.05,0
59,'C46027917','5','F','28007','M348934600','28007','es_transportation',25.83,0
59,'C1713848243','2','F','28007','M348934600','28007','es_transportation',18.01,0
59,'C1991820533','5','M','28007','M1823072687','28007','es_transportation',26.24,0
59,'C446298173','4','F','28007','M1823072687','28007','es_transportation',26.69,0
59,'C168310052','2','M','28007','M348934600','28007','es_transportation',11.85,0
59,'C1635613216','4','F','28007','M348934600','28007','es_transportation',33.51,0
59,'C164104645','5','F','28007','M348934600','28007','es_transportation',22.19,0
59,'C446179646','5','F','28007','M348934600','28007','es_transportation',36.33,0
59,'C1351458855','3','F','28007','M1823072687','28007','es_transportation',9.25,0
59,'C1160118068','2','M','28007','M1823072687','28007','es_transportation',17.3,0
59,'C566582492','3','M','28007','M1823072687','28007','es_transportation',68.68,0
59,'C631654729','5','F','28007','M1823072687','28007','es_transportation',51.98,0
59,'C843083567','4','M','28007','M1823072687','28007','es_transportation',0.28,0
59,'C1325638360','5','M','28007','M348934600','28007','es_transportation',2.03,0
59,'C1797237747','3','M','28007','M1823072687','28007','es_transportation',44.04,0
59,'C1367581052','4','M','28007','M1823072687','28007','es_transportation',2.72,0
59,'C2136008441','6','M','28007','M1823072687','28007','es_transportation',9.47,0
59,'C519449235','2','F','28007','M1823072687','28007','es_transportation',25.39,0
59,'C911735174','3','M','28007','M348934600','28007','es_transportation',3.21,0
59,'C77017704','2','F','28007','M1873032707','28007','es_hotelservices',616.24,1
59,'C576436654','6','F','28007','M1873032707','28007','es_hotelservices',550.15,1
59,'C753013685','2','M','28007','M348934600','28007','es_transportation',58.43,0
59,'C59433821','4','M','28007','M1823072687','28007','es_transportation',13.5,0
59,'C203427830','2','F','28007','M348934600','28007','es_transportation',19.74,0
59,'C917831365','5','F','28007','M855959430','28007','es_hyper',34.08,0
59,'C1844076143','2','M','28007','M348934600','28007','es_transportation',46.11,0
59,'C1209838312','2','M','28007','M1823072687','28007','es_transportation',54.5,0
59,'C386332652','2','M','28007','M732195782','28007','es_travel',3537.59,1
59,'C1007572087','2','F','28007','M732195782','28007','es_travel',3329.24,1
59,'C610735261','2','F','28007','M348934600','28007','es_transportation',12.49,0
59,'C892943299','3','F','28007','M1823072687','28007','es_transportation',17.09,0
59,'C1553941793','1','F','28007','M1823072687','28007','es_transportation',57.53,0
59,'C926672832','2','M','28007','M348934600','28007','es_transportation',27.86,0
59,'C1464030920','1','F','28007','M348934600','28007','es_transportation',13.35,0
59,'C1480193980','4','F','28007','M348934600','28007','es_transportation',28.51,0
59,'C1006176917','2','M','28007','M348934600','28007','es_transportation',44.35,0
59,'C750572020','5','M','28007','M348934600','28007','es_transportation',8.09,0
59,'C1167781928','6','M','28007','M1823072687','28007','es_transportation',30.28,0
59,'C1236489588','2','F','28007','M348934600','28007','es_transportation',29.65,0
59,'C1446511647','3','F','28007','M1946091778','28007','es_wellnessandbeauty',70.08,0
59,'C1802714004','2','M','28007','M348934600','28007','es_transportation',8.19,0
59,'C1337923906','3','F','28007','M1823072687','28007','es_transportation',9.06,0
59,'C824676284','2','U','28007','M348934600','28007','es_transportation',0.85,0
59,'C2103685620','3','F','28007','M348934600','28007','es_transportation',56.68,0
59,'C1648492699','5','F','28007','M1823072687','28007','es_transportation',19.71,0
59,'C1897313368','5','F','28007','M1823072687','28007','es_transportation',35.53,0
59,'C1793075309','5','M','28007','M1823072687','28007','es_transportation',16.38,0
59,'C1710930627','2','F','28007','M348934600','28007','es_transportation',42.14,0
59,'C185428348','2','F','28007','M1823072687','28007','es_transportation',42.35,0
59,'C599293124','4','F','28007','M348934600','28007','es_transportation',9.61,0
59,'C120661238','6','M','28007','M348934600','28007','es_transportation',46.49,0
59,'C1434797923','3','M','28007','M348934600','28007','es_transportation',49.57,0
59,'C386332652','2','M','28007','M348934600','28007','es_transportation',4.68,0
59,'C1648145906','2','F','28007','M209847108','28007','es_wellnessandbeauty',19.83,0
59,'C235397460','2','M','28007','M1823072687','28007','es_transportation',46.45,0
59,'C1489836575','2','F','28007','M1823072687','28007','es_transportation',9.19,0
